date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,source_type,source_country,id
20250111,09:44:08,39.39,53.8,82,38,Oil,Turkmenistan,
20250111,09:44:52,42.16,59.67,58,20,Gas,Turkmenistan,
20250111,12:57:44,5.11,6.05,57,33,Gas,Nigeria,
20250111,13:04:05,28.91,7.18,8,3,Gas,Algeria,
20250111,13:05:02,31.88,6.07,57,23,Gas,Algeria,
20250111,18:03:42,10.63,-71.62,65,22,Oil,Venezuela,
20250111,19:50:18,29.27,-97.38,39,16,Oil,United States,
20250111,19:50:18,29.63,-95.55,23,9,Gas,United States,
20250111,19:51:28,32.25,-104.26,51,30,Gas,United States,
20250112,06:01:04,35.83,109.24,8,4,Coal,China,
20250112,07:45:04,41.26,68.69,18,7,Gas,Kazakhstan,
20250112,09:24:15,36.42,59.53,40,13,Landfill,Iran,
20250112,09:24:38,37.6,61.83,80,27,Gas,Turkmenistan,
20250112,09:24:54,38.21,53.99,33,10,Oil,Turkmenistan,
20250112,17:32:00,-34.56,-58.69,32,21,Landfill,Argentina,
20250112,17:52:17,35.27,-80.75,6,4,Landfill,United States,
20250113,03:44:01,-23.36,148.99,9,9,Coal,Australia,
20250113,05:41:32,33.78,113.38,8,3,Coal,China,
20250113,05:42:02,35.52,112.4,86,36,Coal,China,
20250113,05:42:23,36.73,112.23,73,48,Coal,China,
20250113,09:05:54,38.68,62.2,152,49,Oil,Turkmenistan,
20250113,09:07:40,43.39,52.76,20,6,Oil,Kazakhstan,
20250113,10:45:26,29.93,31.39,22,16,Landfill,Egypt,
20250113,10:46:18,35.12,40.46,40,13,Landfill,Syria,
20250114,08:43:10,25.02,67.03,56,24,Landfill,Pakistan,
20250114,08:43:54,28.05,69.86,6,3,Gas,Pakistan,
20250114,08:47:27,40.21,63.54,27,40,Gas,Uzbekistan,
20250114,08:47:46,38.65,54.32,38,23,Oil,Turkmenistan,
20250114,10:26:08,31.11,49.33,87,31,Oil,Iran,
20250114,10:27:30,35.02,40.76,36,15,Oil,Syria,
20250114,17:06:57,9.55,-63.95,115,43,Oil,Venezuela,
20250114,20:35:25,32.19,-103.46,29,18,Gas,United States,
20250114,20:35:28,32.39,-101.78,16,8,Oil,United States,
20250114,20:37:25,36.25,-119.42,22,11,Landfill,United States,
20250114,20:37:57,37.94,-121.25,8,5,Landfill,United States,
20250115,05:04:58,36.48,112.18,56,23,Coal,China,
20250115,06:43:21,27.34,95.32,27,9,Oil,India,
20250115,08:26:02,32.46,74.47,10,6,Landfill,Pakistan,
20250115,08:26:34,34.15,72.14,10,6,Landfill,Pakistan,
20250115,08:26:34,34.01,71.59,13,8,Landfill,Pakistan,
20250115,08:28:11,37.37,61.37,134,60,Oil,Turkmenistan,
20250115,08:28:39,39.82,63.11,26,10,Gas,Uzbekistan,
20250115,10:07:10,31.27,49.28,43,14,Oil,Iran,
20250115,10:08:49,35.37,40.29,49,16,Landfill,Syria,
20250115,13:32:46,40.27,-3.63,5,2,Landfill,Spain,
20250115,18:36:29,37.19,-82.32,4,3,Coal,United States,
20250115,20:18:43,36.09,-119.53,16,11,Landfill,United States,
20250116,06:24:45,27.35,95.24,26,9,Oil,India,
20250116,08:06:15,27.56,70.19,17,8,Gas,India,
20250116,08:06:53,30.46,71.49,13,7,Landfill,Pakistan,
20250116,09:49:23,35.41,51.71,91,38,Gas,Iran,
20250116,09:50:21,35.41,40.44,14,7,Landfill,Syria,
20250116,13:13:57,40.26,-3.78,40,19,Landfill,Spain,
20250116,17:57:00,-34.51,-58.6,40,22,Landfill,Argentina,
20250116,19:57:25,31.3,-103.11,20,24,Oil,United States,
20250116,19:57:26,31.28,-103.42,36,16,Oil,United States,
20250117,09:29:52,31.58,49.08,65,26,Oil,Iran,
20250117,21:21:27,37.55,-121.07,13,5,Landfill,United States,
20250118,04:09:49,45.22,131.08,17,11,Coal,China,
20250118,05:50:58,42.97,101.16,22,12,Gas,Mongolia,
20250118,07:27:24,27.27,95.18,10,5,Oil,India,
20250119,05:29:53,35.78,109.1,14,5,Coal,China,
20250119,05:30:11,37.38,110.7,25,18,Coal,China,
20250119,05:30:39,39.89,113.24,13,7,Coal,China,
20250119,07:08:27,27.38,95.38,22,8,Oil,India,
20250119,08:47:45,19.27,72.79,41,20,Gas,India,
20250119,10:26:43,8.91,39.89,126,40,Unclassified,Ethiopia,
20250119,10:28:11,15.61,46.24,5,2,Oil,Yemen,
20250119,10:30:47,25.09,46.65,22,8,Landfill,Saudi Arabia,
20250119,18:40:25,-38.1,-69.45,31,14,Oil,Argentina,
20250119,20:41:47,32.23,-102.17,39,16,Oil,United States,
20250119,20:44:00,37.67,-121.05,40,14,Landfill,United States,
20250120,05:09:54,32.93,116.77,11,5,Coal,China,
20250120,05:10:16,33.66,113.49,26,14,Coal,China,
20250120,05:10:52,35.47,112.56,77,54,Coal,China,
20250120,05:11:28,38.03,113.33,88,35,Coal,China,
20250120,05:11:53,38.85,110.78,46,16,Coal,China,
20250120,06:48:09,21.67,94.67,16,5,Landfill,Myanmar,
20250120,06:49:37,27.29,95.28,29,12,Oil,India,
20250120,08:28:46,19.19,72.81,35,17,Gas,India,
20250120,08:29:47,22.97,72.61,7,7,Oil,India,
20250120,08:34:29,37.43,60.5,24,11,Gas,Turkmenistan,
20250120,08:34:43,38.6,61.8,35,17,Gas,Turkmenistan,
20250120,10:09:21,15.59,46.07,5,2,Oil,Yemen,
20250120,11:39:13,-25.75,28.96,13,10,Coal,South Africa,
20250121,06:27:43,16.64,100.02,28,10,Oil,Thailand,
20250121,06:29:33,21.67,94.62,15,6,Landfill,Myanmar,
20250121,06:30:56,27.31,95.25,36,15,Oil,India,
20250121,08:10:03,19.11,72.77,48,35,Gas,India,
20250121,08:13:12,31.41,74.37,37,16,Landfill,Pakistan,
20250121,09:56:14,34.86,40.77,21,9,Oil,Syria,
20250122,06:13:58,36.64,109.92,9,3,Coal,China,
20250122,06:14:45,39.41,110.66,5,3,Coal,China,
20250122,07:50:36,17.63,78.29,36,14,Landfill,India,
20250122,11:10:32,9.03,39.87,76,27,Unclassified,Ethiopia,
20250123,09:18:00,36.34,59.68,20,9,Gas,Iran,
20250123,09:18:11,37.36,61.34,129,42,Oil,Turkmenistan,
20250123,10:51:42,8.92,39.88,92,32,Unclassified,Ethiopia,
20250123,21:08:59,37.91,-121.17,10,8,Landfill,United States,
20250124,07:13:11,21.67,94.69,11,7,Landfill,Myanmar,
20250124,08:53:59,19.29,72.78,66,43,Gas,India,
20250124,08:56:25,28.15,70.32,26,11,Landfill,Pakistan,
20250124,09:00:01,40.53,68.5,32,17,Gas,Uzbekistan,
20250124,14:02:29,33.35,-7.68,20,6,Landfill,Morocco,
20250124,19:06:59,31.87,-92.66,117,78,Gas,United States,
20250124,19:07:06,32.24,-93.72,29,18,Gas,United States,
20250124,19:07:35,34.55,-92.56,18,10,Gas,United States,
20250125,08:35:11,19.63,72.72,68,25,Landfill,India,
20250125,08:37:34,28.04,69.7,20,9,Gas,Pakistan,
20250125,08:37:58,30.13,71.5,19,8,Landfill,Pakistan,
20250125,08:40:40,37.85,61.4,52,20,Gas,Turkmenistan,
20250125,10:15:41,15.47,46.06,8,3,Oil,Yemen,
20250125,18:48:23,35.12,-78.47,7,4,Landfill,United States,
20250125,18:48:33,35.54,-80.84,14,7,Landfill,United States,
20250126,06:33:20,14.78,99.98,49,19,Landfill,Thailand,
20250126,06:37:10,27.36,95.24,18,9,Oil,India,
20250126,08:16:16,19.22,72.81,35,21,Gas,India,
20250126,08:18:48,27.98,69.77,22,15,Gas,Pakistan,
20250126,08:21:59,37.56,61.91,43,16,Landfill,Turkmenistan,
20250126,08:22:11,38.84,63.64,60,22,Gas,Turkmenistan,
20250126,09:57:01,15.48,45.77,19,11,Oil,Yemen,
20250126,10:02:26,35.02,40.29,21,7,Landfill,Syria,
20250126,11:35:55,8.73,30.16,75,25,Unclassified,South Sudan,
20250127,07:56:40,17.47,78.56,29,12,Landfill,India,
20250127,08:00:15,28.0,69.58,51,19,Gas,Pakistan,
20250127,08:03:02,38.05,67.28,125,62,Gas,Uzbekistan,
20250127,08:03:34,39.49,65.42,20,13,Gas,Uzbekistan,
20250127,11:23:13,28.78,21.02,48,17,Oil,Libya,
20250127,19:47:32,18.96,-98.2,10,5,Gas,Mexico,
20250127,19:51:55,35.33,-97.48,5,2,Gas,United States,
20250128,09:25:01,38.58,54.24,80,25,Oil,Turkmenistan,
20250128,09:25:23,39.38,53.8,49,18,Oil,Turkmenistan,
20250128,10:57:57,8.94,39.88,52,19,Unclassified,Ethiopia,
20250128,11:05:18,34.83,41.01,15,9,Oil,Syria,
20250128,19:29:05,19.43,-99.09,8,3,Landfill,Mexico,
20250129,05:42:21,36.68,112.27,35,13,Coal,China,
20250129,05:42:28,35.97,107.76,40,19,Oil,China,
20250129,09:01:54,24.98,67.19,127,52,Landfill,Pakistan,
20250129,09:05:37,37.67,61.95,70,28,Landfill,Turkmenistan,
20250129,09:06:21,38.64,54.21,49,18,Oil,Turkmenistan,
20250129,10:46:21,35.11,40.61,29,11,Oil,Syria,
20250129,20:58:24,44.68,-123.25,7,4,Landfill,United States,
20250130,07:00:36,21.65,94.73,17,9,Landfill,Myanmar,
20250130,08:43:04,24.87,66.88,69,22,Landfill,Pakistan,
20250130,10:21:53,15.58,46.04,10,6,Oil,Yemen,
20250130,10:27:28,35.3,40.47,34,12,Landfill,Syria,
20250131,06:41:55,21.68,94.76,13,6,Landfill,Myanmar,
20250131,08:24:27,24.93,67.02,29,12,Landfill,Pakistan,
20250131,08:25:04,27.95,69.81,33,22,Gas,Pakistan,
20250131,10:07:11,31.24,48.68,26,15,Oil,Iran,
20250131,10:08:17,32.09,36.53,53,28,Landfill,Jordan,
20250131,10:08:42,35.06,40.23,38,13,Landfill,Syria,
20250131,10:09:13,38.63,54.19,78,24,Oil,Turkmenistan,
20250131,13:32:43,40.26,-3.81,8,5,Landfill,Spain,
20250131,20:16:21,32.2,-104.07,9,7,Oil,United States,
20250201,08:05:41,25.93,71.59,3,2,Oil,India,
20250201,08:09:45,41.15,69.19,43,19,Gas,Uzbekistan,
20250201,09:46:52,24.81,46.99,28,13,Landfill,Saudi Arabia,
20250201,09:48:23,31.33,48.84,71,30,Oil,Iran,
20250201,09:49:58,37.72,54.29,114,36,Oil,Turkmenistan,
20250201,09:50:27,39.59,53.85,73,21,Oil,Turkmenistan,
20250201,13:13:57,40.45,-3.72,17,12,Landfill,Spain,
20250201,17:57:02,-34.44,-58.58,63,21,Landfill,Argentina,
20250201,19:56:29,29.06,-97.73,13,5,Oil,United States,
20250201,19:56:31,29.48,-95.75,6,3,Gas,United States,
20250201,19:56:37,29.71,-95.17,25,9,Landfill,United States,
20250201,19:57:19,32.16,-94.07,44,27,Gas,United States,
20250201,19:57:23,32.08,-100.3,40,15,Oil,United States,
20250202,07:46:09,25.43,81.46,10,6,Landfill,India,
20250202,07:46:33,26.8,80.87,26,9,Landfill,India,
20250202,07:50:37,37.94,67.25,80,42,Gas,Uzbekistan,
20250202,09:26:31,21.51,56.66,39,15,Oil,Oman,
20250202,09:29:43,31.23,48.75,77,39,Oil,Iran,
20250202,09:30:57,37.63,62.05,80,25,Landfill,Turkmenistan,
20250202,09:31:17,38.44,53.98,97,43,Oil,Turkmenistan,
20250202,19:36:55,25.58,-99.92,23,10,Gas,Mexico,
20250202,19:37:44,29.33,-97.74,36,13,Oil,United States,
20250202,19:40:34,36.74,-107.74,25,21,Gas,United States,
20250203,05:48:11,35.2,113.1,59,27,Coal,China,
20250203,09:08:10,24.85,66.67,62,25,Landfill,Pakistan,
20250203,09:11:51,37.37,60.56,22,8,Gas,Turkmenistan,
20250203,09:12:33,38.81,54.34,79,39,Oil,Turkmenistan,
20250203,19:18:59,31.17,-87.92,44,20,Landfill,United States,
20250203,19:20:16,32.39,-101.72,51,19,Oil,United States,
20250203,19:20:21,31.74,-103.31,34,20,Oil,United States,
20250204,07:07:09,22.33,92.0,44,16,Landfill,Bangladesh,
20250204,07:08:24,27.44,95.41,11,8,Gas,India,
20250204,08:49:13,24.93,67.05,58,24,Landfill,Pakistan,
20250204,08:53:47,40.49,62.17,20,8,Gas,Turkmenistan,
20250204,10:30:53,25.69,46.94,23,8,Landfill,Saudi Arabia,
20250204,10:32:29,31.43,49.09,39,17,Oil,Iran,
20250204,10:33:05,31.98,36.06,29,22,Landfill,Jordan,
20250204,10:33:37,34.68,38.59,12,8,Gas,Syria,
20250204,10:33:39,35.39,40.13,31,10,Landfill,Syria,
20250204,20:41:35,31.71,-103.81,41,13,Oil,United States,
20250205,08:30:35,24.85,66.82,66,21,Landfill,Pakistan,
20250205,08:30:36,25.41,68.48,27,11,Oil,Pakistan,
20250205,08:31:13,28.02,69.68,47,20,Gas,Pakistan,
20250205,08:34:00,37.76,67.22,15,6,Gas,Uzbekistan,
20250205,08:34:02,37.55,66.02,45,29,Gas,Turkmenistan,
20250205,08:34:23,37.59,61.89,77,32,Gas,Turkmenistan,
20250205,08:34:45,39.64,64.03,10,3,Gas,Uzbekistan,
20250205,08:36:33,44.64,56.87,22,8,Gas,Uzbekistan,
20250205,10:09:17,15.74,46.3,18,6,Oil,Yemen,
20250205,20:22:33,32.05,-103.1,64,27,Gas,United States,
20250206,08:09:59,19.07,72.83,19,10,Gas,India,
20250206,08:16:05,41.36,69.17,33,23,Gas,Uzbekistan,
20250206,13:18:33,33.5,-7.6,7,4,Landfill,Morocco,
20250206,13:20:07,40.29,-3.67,4,2,Landfill,Spain,
20250206,18:16:10,10.68,-71.69,80,45,Oil,Venezuela,
20250206,20:01:53,25.46,-100.04,27,12,Gas,Mexico,
20250206,20:03:32,31.24,-102.84,10,4,Gas,United States,
20250206,20:03:46,31.97,-103.35,25,11,Gas,United States,
20250207,17:44:19,-34.54,-58.65,56,21,Landfill,Argentina,
20250207,19:43:11,25.63,-100.08,42,15,Gas,Mexico,
20250207,19:44:50,31.31,-102.98,21,13,Gas,United States,
20250207,19:45:12,32.57,-103.91,42,24,Oil,United States,
20250208,10:51:35,9.05,39.83,34,13,Unclassified,Ethiopia,
20250208,12:39:12,30.08,6.81,14,6,Gas,Algeria,
20250209,07:13:05,21.72,94.73,20,10,Landfill,Myanmar,
20250209,07:14:37,27.28,95.3,11,4,Oil,India,
20250209,08:54:50,23.0,72.24,18,10,Oil,India,
20250209,10:34:18,15.16,46.45,10,6,Oil,Yemen,
20250209,12:21:08,32.21,6.35,47,19,Gas,Algeria,
20250210,06:54:13,21.49,94.55,15,6,Gas,Myanmar,
20250210,08:36:43,24.8,67.48,65,21,Landfill,Pakistan,
20250210,08:38:01,30.15,71.46,18,10,Landfill,Pakistan,
20250210,10:19:45,31.39,48.82,17,6,Oil,Iran,
20250210,12:01:57,29.8,6.69,4,2,Gas,Algeria,
20250210,12:02:33,31.56,5.73,31,11,Gas,Algeria,
20250211,06:32:59,13.49,100.21,28,13,Landfill,Thailand,
20250211,06:36:03,23.53,94.99,10,8,Oil,Myanmar,
20250211,08:16:06,19.08,72.91,51,21,Gas,India,
20250211,08:18:09,24.81,67.19,62,24,Landfill,Pakistan,
20250211,08:18:41,27.91,69.77,14,7,Gas,Pakistan,
20250212,07:55:30,12.85,76.96,21,9,Landfill,India,
20250212,07:56:35,17.7,78.64,20,7,Landfill,India,
20250212,09:43:36,38.58,60.83,56,28,Gas,Turkmenistan,
20250213,09:20:44,24.75,67.01,148,45,Landfill,Pakistan,
20250213,17:31:51,-34.52,-58.71,74,28,Landfill,Argentina,
20250214,07:19:20,21.86,94.76,19,9,Landfill,Myanmar,
20250214,09:01:44,24.82,67.2,146,52,Landfill,Pakistan,
20250214,09:05:12,36.17,59.83,27,22,Gas,Iran,
20250214,09:06:12,38.64,54.28,71,26,Oil,Turkmenistan,
20250215,06:58:06,13.87,100.01,9,3,Landfill,Thailand,
20250215,07:00:48,22.41,91.79,45,22,Landfill,Bangladesh,
20250215,08:39:20,13.0,77.46,38,16,Landfill,India,
20250215,08:41:34,20.94,72.82,32,11,Gas,India,
20250215,08:42:59,24.92,67.16,87,39,Landfill,Pakistan,
20250215,08:44:08,30.16,71.48,13,7,Landfill,Pakistan,
20250215,10:27:18,35.32,40.37,30,10,Oil,Syria,
20250216,06:42:12,22.36,91.76,35,14,Landfill,Bangladesh,
20250216,08:21:31,17.51,78.61,26,9,Landfill,India,
20250216,08:22:04,18.51,73.76,13,5,Landfill,India,
20250216,08:22:18,19.12,72.83,37,13,Gas,India,
20250216,08:23:07,22.34,73.23,18,7,Oil,India,
20250216,08:23:19,22.97,72.57,41,20,Oil,India,
20250216,08:24:14,24.94,67.09,114,50,Landfill,Pakistan,
20250216,13:32:30,40.34,-3.54,8,5,Landfill,Spain,
20250216,18:15:34,-34.65,-58.68,22,8,Landfill,Argentina,
20250216,20:16:17,32.34,-101.87,30,13,Oil,United States,
20250217,06:31:54,53.8,87.96,24,19,Coal,Russian Federation,
20250217,08:02:45,17.51,78.69,18,7,Landfill,India,
20250217,08:03:39,19.14,72.85,29,14,Gas,India,
20250217,08:06:56,32.12,74.22,10,5,Landfill,Pakistan,
20250217,08:09:39,41.3,69.31,28,8,Gas,Uzbekistan,
20250217,09:49:54,35.22,40.1,45,20,Landfill,Syria,
20250218,06:13:13,53.87,88.24,23,19,Coal,Russian Federation,
20250218,07:44:06,17.54,78.95,14,5,Landfill,India,
20250219,07:34:51,54.18,87.32,52,39,Coal,Russian Federation,
20250219,09:08:00,24.94,68.18,91,39,Landfill,Pakistan,
20250219,09:11:41,37.78,61.46,72,27,Gas,Turkmenistan,
20250219,09:11:42,37.5,60.42,40,13,Gas,Turkmenistan,
20250219,19:15:32,18.0,-93.05,14,7,Gas,Mexico,
20250220,07:15:46,53.81,87.88,11,9,Coal,Russian Federation,
20250220,08:49:08,24.8,67.02,134,46,Landfill,Pakistan,
20250220,08:49:10,25.48,68.28,25,10,Coal,Pakistan,
20250220,08:49:53,27.98,69.7,22,17,Gas,Pakistan,
20250220,10:26:33,9.09,39.88,26,9,Unclassified,Ethiopia,
20250220,10:27:57,15.85,46.07,28,13,Oil,Yemen,
20250221,06:56:48,53.83,88.06,13,10,Coal,Russian Federation,
20250221,08:28:30,19.18,72.8,26,16,Gas,India,
20250221,08:29:25,23.0,72.52,49,16,Oil,India,
20250222,08:09:48,19.2,72.78,69,25,Gas,India,
20250222,08:10:56,22.9,72.14,23,9,Gas,India,
20250222,08:11:49,24.8,66.72,55,17,Landfill,Pakistan,
20250222,08:13:00,31.6,74.3,19,9,Landfill,Pakistan,
20250222,08:13:46,34.12,72.22,23,11,Landfill,Pakistan,
20250222,20:03:16,31.32,-101.91,47,23,Oil,United States,
20250222,20:04:21,35.61,-99.86,53,18,Gas,United States,
20250222,20:04:34,36.37,-100.37,52,19,Gas,United States,
20250223,13:01:10,40.28,-3.71,7,3,Landfill,Spain,
20250223,18:04:42,37.24,-78.02,3,2,Landfill,United States,
20250223,18:05:09,37.63,-82.46,7,5,Coal,United States,
20250223,19:44:44,32.11,-101.59,32,17,Oil,United States,
20250223,19:44:47,32.32,-101.4,51,23,Oil,United States,
20250223,19:44:50,31.81,-103.46,81,28,Oil,United States,
20250223,19:45:59,35.33,-106.62,32,12,Landfill,United States,
20250224,17:45:56,37.17,-77.09,11,7,Landfill,United States,
20250224,19:25:32,33.12,-87.71,9,3,Gas,United States,
20250224,19:26:07,32.5,-101.19,184,79,Oil,United States,
20250224,19:26:12,31.96,-103.03,94,40,Gas,United States,
20250225,07:21:59,53.84,87.85,18,18,Coal,Russian Federation,
20250225,19:06:46,32.22,-93.46,5,7,Gas,United States,
20250226,06:54:24,22.23,91.85,28,10,Landfill,Bangladesh,
20250226,06:55:28,27.22,95.21,13,4,Oil,India,
20250226,07:03:00,53.7,87.98,29,28,Coal,Russian Federation,
20250226,08:34:38,19.17,72.75,44,28,Gas,India,
20250226,18:47:55,33.55,-87.24,47,22,Coal,United States,
20250226,18:48:55,37.81,-84.12,125,61,Gas,United States,
20250227,06:36:43,27.31,95.23,31,12,Oil,India,
20250227,08:21:32,37.37,62.15,118,40,Oil,Turkmenistan,
20250228,09:43:11,37.41,53.89,26,19,Oil,Turkmenistan,
20250228,09:43:38,39.15,54.16,119,43,Oil,Turkmenistan,
20250228,18:10:24,34.45,-81.57,8,6,Gas,United States,
20250228,19:50:35,32.36,-93.3,53,22,Gas,United States,
20250228,19:50:50,32.16,-101.51,107,37,Oil,United States,
20250228,19:50:54,33.19,-96.18,26,15,Landfill,United States,
20250228,19:50:54,32.59,-100.77,79,36,Oil,United States,
20250301,09:23:12,31.45,48.86,33,16,Oil,Iran,
20250301,19:33:03,35.99,-99.92,20,7,Gas,United States,
20250302,09:01:29,24.83,66.93,91,30,Landfill,Pakistan,
20250302,10:40:10,15.26,46.44,8,4,Oil,Yemen,
20250302,10:46:01,35.35,40.37,33,13,Oil,Syria,
20250303,08:42:30,24.62,68.29,94,39,Oil,Pakistan,
20250303,12:13:22,50.93,2.84,14,6,Gas,Belgium,
20250303,18:54:04,33.66,-87.03,15,9,Coal,United States,
20250305,08:06:14,30.81,75.5,54,25,Landfill,India,
20250305,08:06:16,30.22,71.79,25,12,Landfill,Pakistan,
20250305,09:50:01,39.72,53.63,254,79,Oil,Turkmenistan,
20250305,17:56:27,-35.02,-58.46,46,18,Landfill,Argentina,
20250306,04:28:33,46.05,125.25,45,15,Oil,China,
20250306,07:48:21,33.52,73.22,45,24,Landfill,Pakistan,
20250306,09:30:24,37.8,62.21,135,43,Gas,Turkmenistan,
20250306,09:31:02,39.47,53.69,160,52,Oil,Turkmenistan,
20250307,07:25:24,22.1,92.02,61,34,Landfill,Bangladesh,
20250307,09:07:37,24.75,67.11,175,54,Landfill,Pakistan,
20250307,09:08:30,27.91,69.74,62,28,Gas,Pakistan,
20250307,09:11:12,36.98,62.81,154,63,Gas,Turkmenistan,
20250307,09:11:52,37.98,53.95,32,18,Oil,Turkmenistan,
20250307,09:12:03,38.45,54.08,49,17,Oil,Turkmenistan,
20250308,07:06:37,22.34,91.84,53,22,Landfill,Bangladesh,
20250308,07:07:27,23.96,86.78,26,10,Coal,India,
20250308,08:48:39,24.64,67.4,81,44,Landfill,Pakistan,
20250308,08:49:24,27.52,69.82,16,7,Gas,Pakistan,
20250308,10:27:33,15.63,46.0,9,6,Oil,Yemen,
20250308,10:35:57,45.15,38.87,22,8,Landfill,Russian Federation,
